device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,10.3,60.3,61.8,32.6,21.6,32,88.3,376,discharging,687.1,11.0,93.4,100,95.4,92.0,95.2,47.9
desktop,73.3,23.6,70.2,48.1,4.2,8,,,,44.2,146.0,85.7,100,100,63.9,84.6,0
desktop,49.6,80.1,73.7,40.4,4.8,8,,,,2683.6,72.0,68.7,100,100,47.0,72.6,41.2
laptop,19.0,89.5,61.7,53.4,3.7,8,76.8,723,charging,33.1,54.0,77.1,97.6,75.5,88.0,82.3,33.3
laptop,79.7,22.8,72.1,38.3,4.9,8,59.6,1500,charging,18.6,156.0,83.1,100,41.7,62.8,70.7,0
desktop,77.7,27.2,74.4,64.9,2.8,8,,,,4.8,149.0,79.8,84.5,100,63.6,74.9,8.2
desktop,33.3,23.3,60.9,61.4,6.2,16,,,,22.6,67.0,98.7,98.3,100,81.5,94.8,60.2
desktop,9.8,41.1,58.2,50.7,3.9,8,,,,3378.1,18.0,100,99.2,100,68.0,88.8,72.0
laptop,25.6,31.5,54.6,57.7,6.8,16,70.7,967,discharging,421.5,31.0,100,100,58.2,91.5,86.5,30.3
desktop,52.7,33.9,68.1,53.8,14.8,32,,,,56.8,105.0,88.7,100,100,68.4,87.7,28.6
laptop,38.4,31.0,61.2,31.7,5.5,8,63.6,1185,charging,716.9,78.0,98.3,100,47.0,68.0,78.8,11.9
desktop,23.7,21.3,60.8,42.4,4.6,8,,,,161.3,41.0,98.9,100,100,94.5,98.0,53.3
laptop,17.0,81.0,64.6,50.3,4.0,8,80.5,632,discharging,3615.1,46.0,80.7,100,83.2,60.0,83.5,34.5
desktop,65.5,93.0,76.5,45.5,8.7,16,,,,20.7,131.0,52.5,100,100,65.5,71.9,10.5
desktop,14.9,49.7,55.6,54.2,14.7,32,,,,32.9,37.0,100,100,100,96.5,100,65.1
desktop,38.2,46.2,61.1,44.7,4.4,8,,,,10.4,52.0,98.5,100,100,89.0,98.1,29.3
desktop,28.8,56.4,66.9,62.8,11.9,32,,,,40.1,55.0,87.8,96.6,100,87.5,88.9,37.0
desktop,39.5,62.2,68.9,54.6,3.6,8,,,,16.1,59.0,82.7,96.8,100,85.5,88.5,48.8
laptop,45.4,91.7,75.2,59.0,3.3,8,55.8,1500,charging,485.0,83.0,56.1,94.4,39.1,65.5,61.2,15.0
laptop,27.9,41.4,65.4,43.7,4.5,8,76.3,733,discharging,264.0,82.0,92.4,100,74.4,66.0,83.2,42.7
desktop,46.8,58.1,69.5,57.5,6.8,16,,,,625.1,48.0,83.5,100,100,83.0,89.2,35.4
desktop,14.9,57.9,60.5,48.4,16.5,32,,,,243.8,29.0,96.1,100,100,92.0,95.1,57.7
desktop,63.4,31.1,74.3,67.6,5.2,16,,,,1942.2,106.0,80.0,90.9,100,48.3,72.4,25.2
desktop,61.4,22.0,63.3,54.7,14.5,32,,,,3740.3,104.0,95.4,100,100,36.5,78.1,31.4
laptop,21.2,16.8,57.0,52.8,3.8,8,78.9,801,discharging,2300.6,26.0,100,98.4,75.6,68.0,88.6,36.8
desktop,16.6,52.5,64.7,47.0,4.2,8,,,,1274.9,27.0,92.4,100,100,80.0,89.0,49.8
desktop,10.7,36.3,55.6,54.9,3.6,8,,,,22.1,24.0,100,96.8,100,100,98.2,51.7
desktop,74.7,52.4,78.3,69.0,2.5,8,,,,114.7,83.0,71.9,77.2,100,73.5,74.8,12.7
laptop,30.9,75.1,65.1,47.7,16.7,32,74.0,886,charging,434.6,33.0,82.8,100,65.7,90.5,84.0,21.3
desktop,38.8,67.0,66.1,34.0,5.3,8,,,,491.7,83.0,84.7,100,100,65.5,81.7,22.6
desktop,18.5,94.9,62.3,50.4,7.9,16,,,,102.7,42.0,71.4,100,100,94.0,86.6,63.7
desktop,29.8,11.3,56.8,56.8,6.9,16,,,,412.0,43.0,100,100,100,85.5,96.9,40.5
desktop,38.5,58.7,67.6,61.8,12.2,32,,,,675.3,46.0,85.9,97.8,100,84.0,90.4,33.4
desktop,51.4,31.4,65.0,42.5,4.6,8,,,,7.1,74.0,93.0,100,100,78.0,90.5,15.9
desktop,0.8,23.5,54.9,36.1,5.1,8,,,,415.5,21.0,100,100,100,92.0,96.6,21.9
laptop,76.6,61.9,83.7,67.4,5.2,16,54.5,1500,discharging,2688.6,141.0,58.0,91.1,38.1,32.4,56.6,0
laptop,27.8,79.8,66.3,45.8,17.4,32,69.0,1069,charging,53.4,54.0,79.3,100,54.6,88.0,78.2,38.1
laptop,31.9,10.8,56.7,56.0,7.0,16,71.4,920,discharging,2204.2,78.0,100,100,60.8,44.0,81.7,35.6
laptop,60.4,72.0,78.2,39.6,9.7,16,57.7,1500,charging,561.8,139.0,64.2,100,40.4,56.7,62.5,10.2
desktop,22.0,49.5,55.9,57.3,13.7,32,,,,13.9,22.0,100,100,100,100,100,72.6
laptop,71.4,67.8,80.2,37.7,5.0,8,59.7,1500,charging,135.5,102.0,62.2,100,41.8,68.7,63.8,0
desktop,28.5,16.4,61.2,57.7,3.4,8,,,,2878.6,45.0,98.3,95.2,100,60.5,84.2,64.8
laptop,77.6,94.3,81.7,53.1,3.8,8,59.8,1500,charging,1887.0,83.0,41.6,98.4,41.9,53.5,55.1,0
laptop,17.4,66.3,66.7,64.1,2.9,8,84.1,546,charging,11.9,32.0,84.1,86.3,86.3,99.0,88.6,47.3
laptop,65.8,47.6,71.3,34.5,5.2,8,56.2,1500,charging,11.1,80.0,84.2,100,39.3,75.0,71.2,0
laptop,54.1,60.8,76.7,64.5,2.8,8,56.5,1500,discharging,30.1,94.0,71.5,85.0,39.5,69.6,65.8,0
laptop,40.2,18.0,66.0,57.2,6.9,16,59.1,1500,discharging,405.2,60.0,91.6,100,41.4,77.0,76.0,18
laptop,46.9,33.5,69.6,38.6,4.9,8,59.1,1500,discharging,15.7,109.0,86.6,100,41.4,67.9,73.1,18
desktop,28.2,56.7,68.4,35.1,5.2,8,,,,23.2,77.0,85.6,100,100,76.5,86.9,57.0
desktop,79.4,74.9,76.9,43.9,18.0,32,,,,138.2,80.0,65.5,100,100,75.0,78.3,0
desktop,59.9,37.9,69.2,46.3,8.6,16,,,,688.6,131.0,87.1,100,100,57.5,80.3,35.2
desktop,2.8,31.2,56.6,60.4,3.2,8,,,,3.1,7.0,100,93.1,100,100,99.1,73.5
laptop,37.1,59.3,67.4,57.5,3.4,8,71.6,1071,charging,1762.6,29.0,85.9,95.2,58.2,80.0,79.4,28.7
laptop,42.4,86.8,75.9,37.0,10.1,16,64.8,1248,charging,21.9,42.0,59.2,100,48.7,94.0,68.5,20.6
laptop,8.2,15.7,50.3,48.9,16.3,32,94.9,236,charging,5.6,13.0,100,100,100,100,100,57.7
laptop,25.4,24.6,62.8,51.5,15.5,32,71.3,939,charging,681.1,54.0,96.1,100,60.0,80.0,85.3,28.6
laptop,70.4,59.8,75.2,52.1,15.3,32,56.6,1500,charging,1877.2,55.0,74.7,100,39.6,67.5,69.1,0
desktop,42.9,37.8,68.1,48.6,16.4,32,,,,16.5,80.0,88.7,100,100,75.0,86.2,43.6
laptop,8.0,92.6,64.7,38.4,4.9,8,91.4,282,charging,581.0,22.0,70.1,100,100,92.0,89.0,47.3
laptop,79.3,57.7,80.4,59.5,13.0,32,55.1,1500,discharging,242.7,76.0,65.8,100,38.6,69.0,63.2,0
laptop,48.6,88.2,73.4,40.3,4.8,8,59.0,1500,charging,96.3,90.0,61.9,100,41.3,70.0,65.9,18
desktop,30.2,86.5,71.7,33.2,21.4,32,,,,13.7,55.0,65.8,100,100,87.5,82.3,40.5
desktop,50.7,31.6,61.6,60.7,6.3,16,,,,13.0,86.0,97.8,99.2,100,72.0,88.7,43.2
desktop,56.1,46.0,67.6,35.7,5.1,8,,,,714.8,104.0,89.4,100,100,60.5,81.9,17.1
laptop,40.4,38.5,64.5,55.4,7.1,16,64.1,1358,charging,3231.6,83.0,93.7,100,47.7,41.5,73.6,17.9
laptop,31.6,17.8,62.6,60.0,3.2,8,72.8,849,discharging,12.2,53.0,96.4,93.6,65.4,88.5,86.2,28.4
desktop,56.3,28.8,69.1,49.0,4.1,8,,,,4173.4,96.0,87.3,100,100,37.3,76.8,38.2
desktop,10.6,83.6,69.2,53.3,3.7,8,,,,65.5,21.0,71.9,97.6,100,100,88.8,66.8
desktop,56.6,83.4,73.7,50.6,15.8,32,,,,23.0,69.0,65.8,100,100,80.5,79.8,26.4
laptop,77.3,55.5,81.3,52.0,3.8,8,54.4,1500,charging,2943.0,55.0,65.0,98.4,38.1,55.5,60.9,0
desktop,74.7,48.5,80.4,65.9,5.5,16,,,,640.4,125.0,68.9,92.9,100,58.2,73.5,7.2
desktop,41.3,24.7,66.7,44.9,8.8,16,,,,104.2,51.0,90.6,100,100,89.5,92.0,22.1
laptop,29.4,90.2,64.9,56.6,6.9,16,76.9,837,discharging,112.1,49.0,72.0,100,71.5,90.5,81.8,34.5
desktop,65.6,28.8,73.7,62.8,11.9,32,,,,112.4,127.0,80.8,96.6,100,66.0,81.4,21.4
laptop,51.3,88.0,73.3,62.5,3.0,8,56.9,1500,charging,6.9,70.0,62.2,89.0,39.8,80.0,64.3,15.1
laptop,48.7,72.1,71.4,45.2,4.4,8,64.7,1303,discharging,8.1,80.0,75.2,100,48.6,75.0,70.3,10.7
desktop,34.7,47.8,61.2,52.6,7.6,16,,,,2204.3,73.0,98.3,100,100,46.5,82.3,29.3
laptop,32.1,14.4,56.4,63.9,2.9,8,73.6,1004,discharging,670.3,54.0,100,86.5,61.0,80.0,82.7,27.0
desktop,75.2,53.6,72.2,50.2,4.0,8,,,,4126.5,62.0,81.5,100,100,52.0,78.3,5.6
desktop,50.5,40.4,71.0,51.3,7.8,16,,,,15.3,93.0,84.6,100,100,69.7,83.9,43.0
laptop,51.1,29.9,64.9,40.1,9.6,16,56.8,1500,charging,3033.4,89.0,93.1,100,39.8,38.5,70.1,1.8
desktop,81.7,25.9,72.3,48.2,8.3,16,,,,2975.6,91.0,82.8,100,100,37.9,75.9,0
laptop,65.2,20.8,69.6,43.9,9.0,16,56.4,1500,discharging,4165.2,76.0,86.6,100,39.5,45.0,68.0,0
laptop,57.5,52.8,67.1,60.9,3.1,8,57.3,1500,discharging,1156.7,122.0,88.9,91.7,40.1,46.5,67.0,0
laptop,59.8,77.1,73.6,43.3,18.2,32,59.2,1500,charging,300.0,101.0,70.1,100,41.4,60.8,66.9,0
laptop,83.4,48.1,80.1,64.7,5.6,16,54.4,1500,discharging,10.3,176.0,69.5,94.4,38.1,60.6,64.0,0
laptop,28.8,71.7,70.9,59.3,6.5,16,79.0,810,charging,23.0,42.0,76.1,100,75.4,94.0,83.7,35.7
laptop,33.1,92.6,72.4,46.1,8.6,16,62.8,1288,discharging,4029.4,87.0,59.3,100,45.9,39.5,61.2,26.2
laptop,52.8,69.6,71.8,53.4,14.9,32,55.5,1500,discharging,24.0,45.0,75.6,100,38.8,92.5,70.3,12.7
desktop,31.4,54.7,64.1,46.4,4.3,8,,,,1.5,44.0,92.4,100,100,93.0,93.2,56.0
desktop,18.3,55.4,59.1,52.9,15.1,32,,,,4256.0,65.0,97.8,100,100,50.5,84.4,54.8
desktop,47.2,83.2,75.7,39.8,19.3,32,,,,559.5,47.0,62.8,100,100,83.5,78.5,20.1
laptop,4.0,15.1,53.7,35.3,5.2,8,94.4,150,charging,4266.7,27.0,100,100,100,68.0,93.3,55.7
laptop,0.9,55.3,56.8,35.3,5.2,8,98.4,22,discharging,4296.9,27.0,97.9,100,100,68.0,95.5,18.8
desktop,60.0,29.4,67.6,55.8,3.5,8,,,,5.1,71.0,89.4,96.0,100,79.5,88.1,4.0
desktop,58.3,40.2,69.2,59.6,6.5,16,,,,105.5,102.0,87.1,100,100,68.7,86.8,33.5
desktop,30.4,38.4,65.3,38.0,9.9,16,,,,2509.2,48.0,92.6,100,100,59.0,85.5,40.3
laptop,43.0,26.0,67.7,49.3,16.2,32,54.3,1500,discharging,108.5,74.0,89.2,100,38.0,78.0,75.1,18
desktop,54.9,76.2,78.0,66.6,2.7,8,,,,669.6,108.0,62.9,81.7,100,60.0,66.4,16.3
desktop,2.4,15.2,54.3,31.5,5.5,8,,,,3031.6,7.0,100,100,100,68.0,90.2,22.2
desktop,40.2,75.3,71.5,39.7,4.8,8,,,,3484.6,88.0,73.8,100,100,39.0,69.4,23.0
laptop,19.3,10.8,55.6,53.2,3.7,8,77.5,696,charging,16.3,29.0,100,97.6,77.4,100,93.5,41.4
desktop,51.3,75.1,73.0,62.4,6.0,16,,,,6.9,79.0,71.8,97.1,100,75.5,82.3,39.6
desktop,64.7,67.9,74.0,66.3,5.4,16,,,,12.2,99.0,73.2,92.4,100,69.0,77.4,19.7
desktop,3.2,43.1,61.7,39.4,9.7,16,,,,2385.7,32.0,97.6,100,100,67.0,89.1,26.0
desktop,73.8,84.8,77.9,44.4,4.4,8,,,,23.0,112.0,57.3,100,100,67.6,73.4,0
laptop,60.7,26.6,67.9,45.4,8.7,16,58.2,1500,charging,486.8,72.0,88.9,100,40.7,71.0,74.1,0
desktop,5.5,28.0,58.2,45.3,17.5,32,,,,632.1,3.0,100,100,100,92.0,99.4,55.3
desktop,23.5,56.5,59.2,56.8,3.5,8,,,,21.0,46.0,97.4,96.0,100,92.0,94.1,50.3
desktop,33.4,80.2,72.3,38.1,4.9,8,,,,2.4,58.0,70.6,100,100,86.0,83.4,29.4
laptop,45.9,77.6,72.2,57.9,3.4,8,54.6,1500,discharging,567.2,68.0,71.9,95.2,38.2,73.0,67.5,18
laptop,70.8,87.9,82.9,64.5,2.8,8,55.2,1500,discharging,3316.9,80.0,45.1,85.0,38.6,43.0,49.7,17.4
desktop,27.4,49.5,61.5,53.4,14.9,32,,,,556.7,74.0,97.9,100,100,70.0,91.2,33.9
laptop,0.9,46.6,58.5,39.9,9.6,16,100.0,33,charging,96.2,30.0,100,100,100,100,98.9,67.0
desktop,77.7,93.3,82.8,63.4,11.7,32,,,,8.3,134.0,40.5,95.9,100,65.2,63.9,10.3
desktop,40.7,73.8,74.0,60.4,6.3,16,,,,2.2,105.0,70.9,99.5,100,68.4,78.4,30.3
laptop,11.8,49.2,55.1,47.8,16.7,32,91.7,300,charging,16.5,34.0,100,100,100,98.0,98.9,40.3
laptop,24.1,24.9,52.8,60.3,12.7,32,76.7,795,charging,43.8,36.0,100,99.6,72.8,97.0,89.5,31.3
laptop,20.4,74.6,65.3,50.3,15.9,32,79.4,686,charging,21.4,56.0,82.7,100,80.5,87.0,84.6,50.1
desktop,3.2,36.3,59.3,47.1,8.5,16,,,,563.2,10.0,100,100,100,92.0,99.3,88.7
laptop,51.8,54.0,74.9,38.1,5.0,8,59.2,1383,discharging,1.5,127.0,77.5,100,41.4,66.0,69.6,12.4
desktop,30.9,79.3,71.7,63.3,5.9,16,,,,2282.9,72.0,71.9,96.0,100,47.0,69.8,50.4
laptop,7.1,86.3,66.5,45.9,17.3,32,91.5,280,charging,3740.8,31.0,73.2,100,100,67.5,84.4,38.5
laptop,74.6,78.2,85.3,45.3,4.4,8,55.8,1500,discharging,38.9,90.0,48.5,100,39.1,70.0,61.0,0
desktop,71.5,39.8,74.1,43.3,4.5,8,,,,42.3,45.0,80.3,100,100,92.5,91.8,0
desktop,62.3,69.7,73.6,36.0,20.5,32,,,,2745.3,67.0,73.1,100,100,49.5,73.9,31.9
desktop,18.6,28.8,54.7,35.9,5.1,8,,,,3533.2,57.0,100,100,100,54.5,86.5,54.7
desktop,57.3,38.4,68.1,47.5,4.2,8,,,,472.5,69.0,88.7,100,100,72.5,87.6,12.3
desktop,74.0,60.6,78.9,52.8,15.1,32,,,,41.5,50.0,67.5,100,100,90.0,85.4,21.1
desktop,44.5,33.3,68.1,46.6,4.3,8,,,,1997.8,109.0,88.7,100,100,47.9,78.7,22.2
desktop,71.2,69.6,80.2,64.8,5.6,16,,,,184.1,67.0,61.5,94.2,100,73.5,75.2,6.7
laptop,83.0,25.2,72.1,46.9,4.3,8,55.8,1500,discharging,4025.6,145.0,83.1,100,39.1,32.0,63.7,0
desktop,21.3,59.4,58.6,54.2,3.7,8,,,,119.2,50.0,96.2,97.6,100,90.0,93.5,61.5
desktop,40.9,26.3,65.0,58.7,6.6,16,,,,98.8,57.0,93.0,100,100,86.5,92.9,48.7
laptop,47.0,79.9,71.0,39.5,4.8,8,59.5,1500,discharging,4103.0,98.0,72.6,100,41.6,37.1,63.4,18
desktop,74.8,75.8,85.1,60.2,3.2,8,,,,110.3,163.0,49.8,93.4,100,62.0,67.0,0
desktop,12.9,54.8,55.5,43.1,18.2,32,,,,366.9,25.0,98.1,100,100,92.0,96.8,72.4
desktop,5.6,64.4,66.5,29.3,11.3,16,,,,1289.8,19.0,85.1,100,100,80.0,88.1,41.2
laptop,32.3,86.1,65.7,41.6,18.7,32,72.6,950,charging,1024.1,50.0,74.5,100,61.4,70.0,74.5,25.9
desktop,17.9,49.9,64.1,50.1,4.0,8,,,,3475.4,48.0,94.3,100,100,59.0,85.0,71.1
desktop,66.5,75.5,72.9,50.6,15.8,32,,,,1281.6,80.0,71.7,100,100,55.0,75.7,8.5
desktop,66.5,34.9,76.6,42.2,18.5,32,,,,135.5,58.0,76.0,100,100,86.0,87.4,12.4
laptop,20.6,37.6,60.0,40.3,4.8,8,85.0,573,discharging,150.9,47.0,100,100,85.4,91.5,96.0,28.1
laptop,12.1,92.3,66.3,33.1,5.3,8,90.8,317,charging,3974.8,38.0,68.1,100,99.0,64.0,81.4,51.5
laptop,63.4,87.6,74.9,48.8,4.1,8,56.7,1500,discharging,13.9,130.0,60.3,100,39.7,65.6,63.3,0
desktop,52.1,71.7,69.2,47.0,8.5,16,,,,641.3,93.0,78.4,100,100,61.7,78.9,42.2
desktop,6.8,27.2,51.2,49.4,4.0,8,,,,22.8,11.0,100,100,100,100,100,76.1
laptop,11.4,46.0,63.3,61.8,6.1,16,91.5,357,discharging,9.5,31.0,95.4,97.8,96.6,99.5,97.2,41.0
laptop,65.1,85.8,75.6,42.4,18.4,32,56.9,1500,discharging,22.8,62.0,60.7,100,39.8,84.0,66.7,0
desktop,43.2,66.8,65.3,47.3,16.9,32,,,,661.0,39.0,85.9,100,100,87.5,92.2,51.7
laptop,58.3,61.1,69.3,60.7,12.6,32,55.5,1500,discharging,713.5,126.0,82.5,99.2,38.8,58.1,70.5,0
desktop,14.6,27.6,54.6,45.1,17.6,32,,,,13.7,39.0,100,100,100,95.5,98.3,78.9
laptop,62.8,31.2,65.9,60.3,12.7,32,55.9,1500,charging,139.8,62.0,91.7,99.6,39.1,84.0,78.1,4.0
desktop,45.1,55.8,66.4,36.2,5.1,8,,,,2931.1,50.0,88.7,100,100,58.0,81.0,16.2
laptop,0.4,82.4,61.6,63.0,11.8,32,97.0,11,charging,1758.1,26.0,83.6,96.4,100,80.0,90.2,3.3
laptop,66.2,43.6,75.7,53.3,15.0,32,54.5,1500,discharging,35.0,103.0,77.7,100,38.1,68.6,68.8,1.6
laptop,65.0,88.3,83.7,51.5,3.9,8,57.6,1500,charging,2511.6,124.0,43.3,99.2,40.3,34.3,54.0,0
desktop,66.9,69.2,75.6,52.7,15.1,32,,,,774.9,137.0,70.2,100,100,44.9,72.2,8.2
desktop,82.1,80.3,82.3,57.8,13.5,32,,,,4229.4,144.0,53.1,100,100,32.1,62.4,0
laptop,75.6,42.9,71.7,40.2,4.8,8,59.9,1500,discharging,1774.6,61.0,83.6,100,41.9,64.5,72.7,0
laptop,21.4,43.3,62.3,51.8,15.4,32,74.0,827,discharging,198.2,27.0,96.8,100,67.8,92.0,87.9,45.7
desktop,7.9,26.2,52.7,60.0,6.4,16,,,,279.1,22.0,100,100,100,92.0,96.0,74.3
laptop,53.7,83.9,77.9,57.1,13.7,32,55.0,1500,discharging,19.5,105.0,58.1,100,38.5,68.4,60.3,12.9
desktop,21.4,16.8,52.4,58.5,3.3,8,,,,229.3,34.0,100,94.4,100,90.0,96.8,62.8
laptop,10.0,33.5,58.8,46.9,4.2,8,90.3,291,discharging,99.7,27.0,100,100,100,100,100,51.7
laptop,19.1,74.3,61.5,32.7,10.8,16,83.8,646,discharging,11.5,25.0,88.2,100,82.7,100,91.5,32.5
desktop,24.9,31.3,55.8,38.2,9.9,16,,,,7.5,46.0,100,100,100,92.0,96.0,58.2
laptop,42.2,48.8,62.3,32.6,21.6,32,61.7,1241,discharging,3508.9,89.0,96.8,100,44.4,38.5,74.4,19.2
desktop,22.0,56.2,63.7,36.0,20.5,32,,,,12.0,35.0,92.3,100,100,97.5,96.5,47.0
desktop,31.3,26.4,59.2,39.6,19.3,32,,,,416.2,34.0,100,100,100,90.0,97.2,48.4
desktop,1.8,38.0,60.2,60.0,3.2,8,,,,20.0,17.0,99.7,93.6,100,100,96.9,55.1
laptop,4.5,33.7,53.4,42.5,4.6,8,96.2,151,discharging,257.9,35.0,100,100,100,89.5,98.8,45.5
desktop,59.1,69.6,71.6,46.2,17.2,32,,,,146.5,82.0,75.9,100,100,74.0,82.2,6.1
desktop,75.8,61.1,82.6,65.7,11.0,32,,,,52.9,70.0,60.4,93.2,100,80.0,76.5,9.8
desktop,53.1,13.3,63.3,46.8,17.0,32,,,,57.4,60.0,95.4,100,100,85.0,94.3,15.6
laptop,60.9,92.7,77.1,35.6,20.6,32,57.1,1500,discharging,466.5,52.0,51.7,100,40.0,81.0,61.7,0
laptop,65.7,92.5,77.9,55.2,3.6,8,55.0,1500,charging,698.5,95.0,50.3,96.8,38.5,61.5,56.7,0
desktop,6.4,74.2,62.6,38.1,4.9,8,,,,147.8,25.0,86.7,100,100,100,94.1,70.5
laptop,20.7,51.4,64.1,57.7,6.8,16,77.3,726,charging,3609.3,52.0,93.7,100,76.1,57.0,84.2,35.7
laptop,43.7,29.9,60.5,38.2,4.9,8,55.6,1500,discharging,159.2,73.0,99.3,100,38.9,78.5,79.3,16.3
laptop,19.0,59.5,61.2,32.7,5.4,8,77.7,733,discharging,3608.8,24.0,94.5,100,76.4,68.0,86.0,33.1
laptop,13.6,29.9,58.6,38.3,9.9,16,86.2,494,discharging,451.1,51.0,100,100,88.4,81.5,92.7,48.0
desktop,78.3,87.1,87.6,46.1,17.3,32,,,,578.9,159.0,37.1,100,100,54.5,60.7,7.8
laptop,67.3,48.5,70.7,67.6,5.2,16,57.1,1500,discharging,108.3,119.0,85.0,90.9,40.0,66.8,71.0,0
laptop,13.5,86.2,60.0,56.4,14.0,32,86.4,519,discharging,549.6,23.0,82.4,100,87.3,92.0,87.3,49.3
laptop,33.8,60.5,65.7,50.2,15.9,32,76.7,844,discharging,637.4,29.0,87.8,100,71.0,92.0,87.4,27.9
desktop,67.2,28.1,75.5,45.0,17.6,32,,,,507.0,134.0,78.1,100,100,57.2,77.5,0
laptop,61.2,39.6,67.8,65.7,5.5,16,54.3,1500,charging,22.2,119.0,89.1,93.2,38.0,66.8,71.0,0
laptop,36.9,70.1,70.3,64.5,5.7,16,73.0,1011,discharging,136.4,65.0,77.5,94.6,60.2,82.5,76.4,30.1
laptop,17.3,62.4,64.9,38.6,4.9,8,79.6,664,charging,97.1,52.0,88.2,100,81.5,89.0,89.6,50.6
laptop,59.2,49.2,73.3,45.7,8.7,16,55.8,1500,charging,152.5,120.0,81.4,100,39.1,66.7,72.1,12.6
desktop,41.5,79.8,73.2,55.3,14.3,32,,,,94.9,80.0,69.6,100,100,75.0,80.9,29.6
desktop,49.9,72.2,68.6,57.6,6.8,16,,,,174.4,41.0,79.1,100,100,86.5,85.7,16.1
desktop,46.5,42.7,66.2,32.1,10.9,16,,,,2486.4,62.0,91.3,100,100,52.0,83.8,37.6
laptop,52.1,41.9,68.0,56.5,13.9,32,58.8,1500,discharging,66.6,58.0,88.8,100,41.2,86.0,75.9,0
laptop,38.7,30.9,60.9,52.0,7.7,16,70.8,984,charging,4183.6,34.0,98.7,100,57.7,66.0,81.2,14.5
desktop,73.8,32.0,74.5,49.4,4.0,8,,,,505.4,65.0,79.7,100,100,74.5,85.9,0
laptop,36.6,80.5,68.6,44.2,4.5,8,71.7,1050,discharging,4114.1,51.0,75.5,100,58.4,57.5,72.2,16.7
laptop,5.7,51.0,56.0,34.2,21.0,32,96.2,220,discharging,6.4,28.0,99.6,100,100,100,100,59.3
desktop,23.5,82.7,68.3,36.7,10.1,16,,,,417.7,53.0,74.0,100,100,80.5,84.8,57.3
desktop,62.4,58.6,74.8,46.2,4.3,8,,,,4.4,107.0,75.8,100,100,68.1,80.9,14.3
desktop,12.6,21.9,51.1,57.5,6.8,16,,,,3251.2,31.0,100,100,100,67.5,90.8,65.0
laptop,79.9,68.5,77.0,54.9,7.2,16,56.0,1500,charging,52.3,86.0,67.9,100,39.2,72.0,64.9,0
laptop,74.2,91.7,86.7,45.5,4.4,8,56.0,1500,charging,164.0,163.0,34.6,100,39.2,62.0,51.3,0
laptop,53.8,48.2,74.4,53.2,3.7,8,55.6,1500,discharging,3977.8,62.0,79.8,97.6,38.9,52.0,67.2,16.7
laptop,19.8,43.0,56.2,57.8,13.5,32,84.5,515,discharging,1493.1,45.0,100,100,87.5,72.5,90.2,32.6
desktop,7.7,58.1,61.7,44.2,8.9,16,,,,3949.0,24.0,94.4,100,100,68.0,87.8,55.1
laptop,63.1,12.5,72.2,41.2,4.7,8,55.1,1500,discharging,334.7,128.0,82.9,100,38.6,57.9,71.0,1.1
laptop,21.1,87.7,66.2,59.4,6.5,16,79.0,682,discharging,104.6,43.0,72.4,100,80.0,93.5,84.1,36.0
desktop,83.4,75.4,79.9,56.1,3.5,8,,,,2809.9,156.0,59.7,96.0,100,30.8,62.4,0
desktop,10.7,15.8,51.6,49.5,4.0,8,,,,1734.7,34.0,100,100,100,78.0,94.2,56.7
desktop,41.5,26.0,63.7,60.5,6.3,16,,,,2065.3,104.0,94.8,99.4,100,48.5,81.0,36.7
desktop,75.4,86.9,79.2,52.8,3.8,8,,,,294.7,132.0,52.9,98.4,100,57.4,66.4,0
laptop,51.4,49.2,72.3,45.2,17.5,32,58.8,1500,charging,546.2,117.0,82.8,100,41.2,59.1,69.8,13.7
laptop,70.2,57.8,75.1,48.8,4.1,8,55.2,1500,discharging,18.8,80.0,75.7,100,38.6,75.0,70.4,0
laptop,67.5,47.7,76.9,51.5,3.9,8,58.1,1500,discharging,3516.3,69.0,75.5,99.2,40.7,48.5,64.5,0
laptop,14.6,90.9,68.1,63.7,11.6,32,84.2,531,charging,141.0,38.0,66.8,95.6,86.9,96.0,84.6,41.0
laptop,24.4,85.7,65.5,58.8,13.2,32,74.1,863,charging,1196.5,35.0,75.2,100,66.7,77.5,78.3,44.8
laptop,54.8,44.4,69.7,56.4,3.5,8,54.2,1500,discharging,1272.7,76.0,86.4,96.0,37.9,57.0,69.2,0
desktop,39.0,41.5,62.2,31.1,22.1,32,,,,74.7,45.0,96.9,100,100,92.5,97.2,54.8
laptop,42.9,91.4,69.4,61.2,3.1,8,67.1,1195,charging,666.9,61.0,64.6,91.4,51.9,76.5,69.8,13.5
laptop,78.4,18.9,73.1,55.4,3.6,8,54.3,1500,charging,324.1,178.0,81.7,96.8,38.0,52.4,68.8,0
laptop,74.8,55.5,78.9,46.4,17.1,32,58.8,1500,discharging,101.6,63.0,69.5,100,41.2,83.5,71.2,0
desktop,62.5,34.6,70.9,35.7,5.1,8,,,,36.6,123.0,84.7,100,100,66.4,81.9,18.4
laptop,39.7,83.6,71.5,42.1,9.3,16,58.8,1500,discharging,137.8,83.0,68.7,100,41.2,73.5,67.6,11.7
desktop,82.9,21.9,75.8,41.6,4.7,8,,,,39.0,147.0,77.5,100,100,63.8,81.2,3.6
